name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
First Congregational Church,42.35540031700008,-83.0628361549999,building,2012,"First Congregational Church of Detroit
In 1801 David Bacon and his wife Alice made the first attempt to establish Congregationalism in Detroit. Sent by a Connecticut Congregational society, the Bacons failed in their efforts to build a mission. It was not until 1844 that the First Congregational Society was formed in Detroit. The society erected a building which it soon outgrew. A second structure was dedicated in 1854. The third and present church known as the “Church of the Seven Arches” was completed in 1891. Designed by John L. Faxon, it has Byzantine and Romanesque features. The tower of…",,https://catalog.archives.gov/id/25340816,Wayne,Detroit
Thompson Home,42.354987839000096,-83.06573669199992,building,2012,"Thompson Home
This Victorian structure was completed in 1884. It was named for wealthy Detroit businessman David Thompson. In his will Thompson instructed his wife, Mary, to use part of his estate to found a charitable institution. She commissioned George DeWitt Mason, prominent local architect and leader in architectural education, to design the building. It stands as a distinctive example of his early work. The one-story addition was constructed in 1964.",,https://catalog.archives.gov/id/25341088,Wayne,Detroit
"Davenport, William H., House",42.16989118800006,-83.77527890099992,building,2012,"Davenport House
This handsome two and a half-story residence, constructed in 1875, was the home of William H. Davenport (1826-1909), prominent Saline citizen. In 1851 Davenport entered into partnership with H. J. Miller in a general store. He bought out Miller’s interest in 1853 and became a leading city merchant. Later, Davenport started a private bank in 1885. Since 1902 this bank has been known as the Citizens’ Bank of Saline. Well-known Detroit architect William Scott designed Davenport’s elegant Second Empire home, built at a cost of eighty-five hundred dollars.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/447/attachments/517,https://catalog.archives.gov/id/25340629,Washtenaw,Saline
Tuscola County Courthouse,43.490947440000184,-83.39297691599995,building,2012,"Tuscola County Courthouse
<div>Peter DeWitt Bush (1818-1913), the second permanent resident of the village of Caro, donated this site for the county courthouse square in 1866. Then he, along with two other pioneer settlers, moved an old frame church to the site to serve as the county’s first courthouse. In 1873 the county replaced the former church with a brick courthouse that served the community’s needs until 1932, when the present Art Deco style structure was completed. Designed by Detroit architect William H. Kuni and built by Cecil M. Kelly, a Caro native, the courthouse is faced with In…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/448/attachments/519,https://catalog.archives.gov/id/25340557,Tuscola,Caro
"King, L. B. and Co. Building",42.334695040000156,-83.04735044299991,building,2012,"L. B. King and Company Building
L. B. King and Company headquartered here from 1911 to 1932, and Annis Furs occupied the building from 1932 to 1983. Constructed in 1911 to the designs of James S. Rogers and Walter MacFarlane, it exemplifies the Chicago commercial style popular in the early twentieth century. The building features a steel frame, terra cotta skin, three-part vertical division and banks of “Chicago windows.” It incorporates classical decorative elements in the cornice and the window details.",,https://catalog.archives.gov/id/25340884,Wayne,Detroit
Ladies' Literary Club Building,42.24454932800005,-83.61420711999989,building,2012,"Ladies Literary Club House
This house, built prior to 1842 by Arden Ballard, has been recognized by the Historic American Building Survey as a model of Greek Revival architecture. The house was purchased by the Ladies’ Literary Club in 1913.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/464/attachments/534,https://catalog.archives.gov/id/25340601,Washtenaw,Ypsilanti
Luce County Sheriff's House and Jail,46.352436227000126,-85.51534343899993,building,2012,"Jail and Sherriff's Residence
Constructed in 1894, this graceful Queen Anne-style structure served as the Luce County jail and sheriff’s residence for over seventy years. The Peninsular Land Company donated the site. The architectural firm of Lovejoy and DeMar, from Marquette, designed this sturdy edifice made of rough-hewn Jacobsville sandstone. The Luce County Historical Society rescued this building from demolition in 1975 and restored it as the Luce County Historical Museum, which opened in 1976.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/467/attachments/541,https://catalog.archives.gov/id/25339945,Luce,Newberry
City Opera House,44.76386611800018,-85.62278326799998,building,2012,"City Opera House
In 1891 businessmen John Wilhelm, Anthony Bartak, Charles Wilhelm, and Frank Votruba hired architect William G. Robinson of Grand Rapids to design this Victorian business block with its second-floor opera house. In 1897 architect Fred E. Moore led a major interior renovation that included hand-painted designs by Burt Hall of Traverse City. The Evening Record praised 
its 421 electric lights and called it a ""magnificent transformation"" that seemed ""like a gilded palace compared to the old hall.""

City Opera House
The City Opera House has hosted concerts, traveling plays, vaude…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/480/attachments/2464,https://catalog.archives.gov/id/25339346,Grand Traverse,Traverse City
"Evans, Musgrove, House",42.00576956600013,-83.93969997299996,building,2012,"Evans House
Musgrove Evans built this dwelling in 1826. It is the oldest frame house in Tecumseh and is believed to be the oldest still standing in Lenawee County. Evans was a pioneer settler in this area. He platted the village of Tecumseh, served as its first postmaster and probate judge, and helped to organize Michigan’s first temperance society. Used as an inn and home, the Evans House was moved to this location in 1886 from the northeast corner of Ottawa Street and Chicago Boulevard. However, its appearance has changed little over the years.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/496/attachments/2294,https://catalog.archives.gov/id/25339910,Lenawee,Tecumseh
Second Baptist Church Of Detroit,42.33501676400015,-83.04303188799997,building,2022,"Second Baptist Church
In 1836, thirteen free Black people living in Detroit, some of whom were formerly enslaved, founded Second Baptist Church. It is the oldest Black congregation in Michigan. From its beginnings, the church has occupied a prominent place in Detroit’s Black community. It established the city’s first school for Black children in 1839. Its first pastor, the Reverend William C. Monroe, was an antislavery activist. He presided over the first State Convention of Colored Citizens. Meeting at Second Baptist Church in 1843, it demanded the right to vote and an end to slavery. On Jan…",,https://catalog.archives.gov/id/25341124,Wayne,Detroit
St. John's Episcopal Church,42.339918449000095,-83.05237562799994,building,2012,"St. John's Church
St. John's Parish, established on this site in December 1858, served what was then a rural area north of Detroit. Henry Porter Baldwin, a local merchant and future state senator, governor, and United States senator, donated the land, architectural plans, and a substantial portion of the construction costs for a church. Designed by architect Albert Jordan, it was dedicated on St. John's Day, December 27, 1859. The initial service drew more worshippers than the church could accommodate. Jordan and his partner, James Anderson, were then commissioned to design this Gothic Reviva…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/523/attachments/2306,https://catalog.archives.gov/id/25338568,Wayne,Detroit
Fallasburg Covered Bridge,42.98086447400004,-85.3272513529999,structure,2012,"Fallasburg Covered Bridge
John W. and Silas S. Fallas settled here in 1837, founding a village, which soon boasted a chair factory, sawmill, and gristmill. About 1840 the first of several wooden bridges was placed across the Flat River, but all succumbed in a short time to high water and massive spring ice jams. Bridge builder Jared N. [Brezee]of Ada was given a contract in 1871 to build the present structure. Constructed at a cost of fifteen hundred dollars, the bridge has latticework trusses made of white pine timbers. As in all covered bridges, the roof and siding serve to protect bridge t…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/530/attachments/623,https://catalog.archives.gov/id/25339736,Kent,Lowell
