name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
IXL Historical Museum,45.709167,-87.607222,Open-air,,,"museum in Michigan, United States of America",http://commons.wikimedia.org/wiki/Special:FilePath/IXLMuseumHermanstownMichigan.jpg,https://en.wikipedia.org/wiki/IXL_Historical_Museum,Menominee,Hermansville
Jim Crow Museum of Racist Memorabilia,43.6875,-85.4824,Culture,,,"history museum in Big Rapids, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Jim%20Crow%20Museum.jpg,https://en.wikipedia.org/wiki/Jim_Crow_Museum_of_Racist_Memorabilia,Mecosta,Big Rapids
Kalamazoo Institute of Arts,42.2894,-85.5879,ART,,,"art school and museum in Kalamazoo, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/KIArts-Aug-2012.jpg,https://en.wikipedia.org/wiki/Kalamazoo_Institute_of_Arts,Kalamazoo,Kalamazoo
Kalamazoo Valley Museum,42.2933,-85.5839,GMU,,,"museum in Kalamazoo, Michigan, US",http://commons.wikimedia.org/wiki/Special:FilePath/Kalamazoo%20Valley%20Museum.jpg,https://en.wikipedia.org/wiki/Kalamazoo_Valley_Museum,Kalamazoo,Kalamazoo
Kelsey Museum of Archaeology,42.2769,-83.7406,Archaeology,,,archaeology museum in Newberry Hall,http://commons.wikimedia.org/wiki/Special:FilePath/Newberry%20Hall%20%28Kelsey%20Museum%20of%20Archaeology%29%2C%20University%20of%20Michigan%2C%20State%20Street%2C%20Ann%20Arbor%2C%20MI%20-%2054381414528.jpg,https://en.wikipedia.org/wiki/Kelsey_Museum_of_Archaeology,Washtenaw,Ann Arbor
Kingman Museum,42.337,-85.2114,Natural history,,,History museum,http://commons.wikimedia.org/wiki/Special:FilePath/Kingmandisplayroom.jpg,https://en.wikipedia.org/wiki/Kingman_Museum,Calhoun,Battle Creek
Lakenenland,46.492492,-87.152316,Museum,,,"sculpture park in Chocolay Township, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Lakenenland%20entrance%20sign.jpg,https://en.wikipedia.org/wiki/Lakenenland,Marquette,
Marquette Maritime Museum,46.54558,-87.37936,Maritime,,,"location in Michigan, USA",,https://en.wikipedia.org/wiki/Marquette_Maritime_Museum,Marquette,Marquette
Marshall M. Fredericks Sculpture Museum,43.5145,-83.9637,Art,,,art museum in Michigan,http://commons.wikimedia.org/wiki/Special:FilePath/MuseumInterior.jpg,https://en.wikipedia.org/wiki/Marshall_M._Fredericks_Sculpture_Museum,Saginaw,University Center
Marvin's Marvelous Mechanical Museum,42.5252,-83.3618,Technology,,,"museum in Farmington Hills, Michigan",,https://en.wikipedia.org/wiki/Marvin%27s_Marvelous_Mechanical_Museum,Oakland,Farmington Hills
Michigan Firehouse Museum,42.246111,-83.614167,Firefighting,,,"museum in Ypsilanti, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Ypsilanti%20August%202013%2008%20%28Michigan%20Firehouse%20Museum%29.jpg,https://en.wikipedia.org/wiki/Michigan_Firehouse_Museum,Washtenaw,Ypsilanti
Michigan Flight Museum,42.239,-83.5081,Museum,,,"aviation museum in Van Buren Township, Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/Yankee%20Air%20Force%20Museum%20-%20Side%20Entrance.jpg,https://en.wikipedia.org/wiki/Michigan_Flight_Museum,Wayne,
Michigan Heritage Park,43.414722,-86.312222,Open-air,,,"Includes a mastodon site, Native American village, authentic and reproduction furnished buildings representing different eras in state history",,https://en.wikipedia.org/wiki/Michigan_Heritage_Park,Muskegon,Whitehall
Michigan Iron Industry Museum,46.5217,-87.5646,Industry,,,"Mining museum in Negaunee, Michigan",,https://en.wikipedia.org/wiki/Michigan_Iron_Industry_Museum,Marquette,Negaunee
Michigan Legacy Art Park,44.5195,-86.0026,Art,,,"outdoor sculpture park near Thompsonville, Michigan",,https://en.wikipedia.org/wiki/Michigan_Legacy_Art_Park,Benzie,Thompsonville
Michigan Maritime Museum,42.4066,-86.274461,Maritime,,,"museum and research library located in South Haven, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Michigan%20Maritime%20Museum%202016-06-8%20057.jpg,https://en.wikipedia.org/wiki/Michigan_Maritime_Museum,Van Buren,South Haven
Michigan Motor Sports Hall of Fame,42.4405,-85.4216,Museum,,,hall of Fame in Gilmore Car Museum in Hickory Corners,,https://en.wikipedia.org/wiki/Michigan_Motor_Sports_Hall_of_Fame,Barry,
Michigan Science Center,42.3584,-83.0621,SCI,,,"science museum in Detroit, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Michigan%20Science%20Center%20January%202015.jpg,https://en.wikipedia.org/wiki/Michigan_Science_Center,Wayne,Detroit
Museum of Contemporary Art Detroit,42.3527,-83.0607,Art,,,non-collecting contemporary art museum located in Detroit,,https://en.wikipedia.org/wiki/Museum_of_Contemporary_Art_Detroit,Wayne,Detroit
Muskegon Museum of Art,43.234348,-86.250991,ART,,,"art museum in Muskegon, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Muskegon%20Museum%20of%20Art.jpg,https://en.wikipedia.org/wiki/Muskegon_Museum_of_Art,Muskegon,Muskegon
Old Mill Museum,41.955278,-83.659167,Local history,,,"museum in Dundee, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Mill%20Museum%20%28Dundee%2C%20MI%29%20%282%29.jpg,"https://en.wikipedia.org/wiki/Old_Mill_Museum_(Dundee,_Michigan)",Monroe,Dundee
Polish Home Army Museum,42.594722,-83.358055,Military,,,"museum in Orchard Lake, Michigan",,"https://en.wikipedia.org/wiki/Polish_Home_Army_Museum,_Orchard_Lake,_Michigan",Oakland,Orchard Lake
Raven Hill Discovery Center,45.1334,-85.0554,Multiple,,,"children's museum,, Science center in East Jordan, Michigan",,https://en.wikipedia.org/wiki/Raven_Hill_Discovery_Center,Charlevoix,East Jordan
R. E. Olds Transportation Museum,42.7313,-84.5481,Automotive,,,transportation museum in Michigan,http://commons.wikimedia.org/wiki/Special:FilePath/R%20E%20Olds%20Transportation%20Museum%20Lansing.jpg,https://en.wikipedia.org/wiki/R._E._Olds_Transportation_Museum,Ingham,Lansing
Mackinac Art Museum,45.851111,-84.615278,Art,,,"Mackinac-related art and photography including Native American artifacts and decorative arts, part of Mackinac Island State Park",http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Dormitory%20Mackinac%20Island%20August%202011.jpg,https://en.wikipedia.org/wiki/Richard_and_Jane_Manoogian_Mackinac_Art_Museum,Mackinac,Mackinac Island
Saginaw Valley Naval Ship Museum,43.613889,-83.868889,Maritime,,,"United States Navy museum in Bay City, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/USS%20Edson%20Intrepid%20Sea-Air-Space%20Museum%20NY%202003.jpg,https://en.wikipedia.org/wiki/Saginaw_Valley_Naval_Ship_Museum,Bay,Bay City
Selfridge Military Air Museum,42.628,-82.83,Transportation - Aviation,,,"aviation museum in Michigan, USA",,https://en.wikipedia.org/wiki/Selfridge_Military_Air_Museum,Macomb,Selfridge Air National Guard Base
Shrine of the Pines,43.85528,-85.84833,Decorative arts,,,"museum in Baldwin, Michigan",,https://en.wikipedia.org/wiki/Shrine_of_the_Pines,Lake,Baldwin
Sindecuse Museum of Dentistry,42.2787,-83.7369,Medical,,,"museum in Ann Arbor, Michigan",,https://en.wikipedia.org/wiki/Sindecuse_Museum_of_Dentistry,Washtenaw,Ann Arbor
Sloan Museum,43.0232,-83.6789,GMU,,,"Regional history, historic automobiles, hands-on science, Longway Planetarium",http://commons.wikimedia.org/wiki/Special:FilePath/Sloan%20Museum%20of%20Discovery%20open-edit.jpg,https://en.wikipedia.org/wiki/Sloan_Museum,Genesee,Flint
SS Valley Camp,46.499167,-84.336389,Museum ship,,,lake freighter built in 1917,http://commons.wikimedia.org/wiki/Special:FilePath/SS%20Valley%20Camp%20bow.jpg,https://en.wikipedia.org/wiki/SS_Valley_Camp,Chippewa,Sault Ste. Marie
The Henry Ford,42.303583,-83.234078,Multiple,,,"museum of history in Dearborn, Michigan, United States",http://commons.wikimedia.org/wiki/Special:FilePath/The%20Henry%20Ford%202011.jpg,https://en.wikipedia.org/wiki/The_Henry_Ford,Wayne,Dearborn
Holocaust Memorial Center,42.5024,-83.359,Ethnic,,,holocaust museum in the United States,http://commons.wikimedia.org/wiki/Special:FilePath/HolocaustMemorialCenterFarmingtonHills2.jpg,https://en.wikipedia.org/wiki/The_Zekelman_Holocaust_Center,Oakland,Farmington Hills
Thomas Edison Depot Museum,42.9986,-82.4258,Biographical,,,"museum in Port Huron, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Edison%20Depot%20Museum%20under%20the%20Blue%20Water%20Bridge%2C%20Port%20Huron%2C%20MI.jpg,https://en.wikipedia.org/wiki/Thomas_Edison_Depot_Museum,St. Clair,Port Huron
Troy Museum and Historic Village,42.578,-83.1495,HSC,,,"Ten historic buildings on a village green, museum of local history",http://commons.wikimedia.org/wiki/Special:FilePath/TroyHistoricVillage01c.jpg,https://en.wikipedia.org/wiki/Troy_Historic_Village,Oakland,Troy
Ukrainian American Archives and Museum of Detroit,42.396306,-83.057111,Ethnic,,,"archive and museum in Detroit, Michigan",,https://en.wikipedia.org/wiki/Ukrainian_American_Archives_and_Museum_of_Detroit,Wayne,Hamtramck
University of Michigan Museum of Art,42.275399,-83.739735,ART,,,"art museum in Ann Arbor, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Michigan%20Museum%20of%20Art%20June%202015%2008%20%28European%20%26%20American%20Art%20Gallery%29.jpg,https://en.wikipedia.org/wiki/University_of_Michigan_Museum_of_Art,Washtenaw,Ann Arbor
USS Edson,43.6139,-83.8689,Museum,,,1958 Forrest Sherman-class destroyer,http://commons.wikimedia.org/wiki/Special:FilePath/USS%20Edson%20%28DD-946%29%20underway%20off%20Long%20Beach%2C%20California%20%28USA%29%2C%20circa%20in%20the%20mid-1960s.jpg,https://en.wikipedia.org/wiki/USS_Edson,Bay,
USS LST 393 Veterans Museum,43.2347,-86.259,Museum ship,,,"museum in Muskegon, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/LST-393.jpg,https://en.wikipedia.org/wiki/USS_LST-393,Muskegon,Muskegon
Waterloo Farm Museum,42.379444,-84.18,Agriculture,,,"museum in Chelsea, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Siebold%20Farm%20Waterloo.jpg,https://en.wikipedia.org/wiki/Waterloo_Farm_Museum,Jackson,Waterloo
Ypsilanti Automotive Heritage Museum,42.2458,-83.6081,HST,,,"automotive museum in Ypsilanti, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Ypsilanti%20auto%20heritage%20museum.JPG,https://en.wikipedia.org/wiki/Ypsilanti_Automotive_Heritage_Museum,Washtenaw,Ypsilanti
Stedelijk Gymnasium,47.227438,-88.162859,Museum,,,school in Leeuwarden,http://commons.wikimedia.org/wiki/Special:FilePath/Historic%20School%20at%20Gay%20Michigan%202021-4322.jpg,,Keweenaw,
Houghton Township Community Center,47.412714,-88.296139,Open-air,,,"community center and museum in Eagle River, Michigan",http://commons.wikimedia.org/wiki/Special:FilePath/Eagle%20River%20Museum--Houghton%20Township%20Community%20Center%20Michigan%202021-4265.jpg,https://en.wikipedia.org/wiki/Houghton_County_Historical_Museum,Keweenaw,Lake Linden
Ziibiwing Center of Anishinabe Culture & Lifeways,43.60275,-84.713528,Native American,,,cultural center and museum,http://commons.wikimedia.org/wiki/Special:FilePath/Ziibiwing%20Center%20of%20Anishinabe%20Culture%20%26%20Lifeways%20building%20entrance%20and%20path%2C%20March%202024.jpg,https://en.wikipedia.org/wiki/Ziibiwing_Center_of_Anishinabe_Culture_&_Lifeways?action=edit&redlink=1,Isabella,Mount Pleasant
Leslie Science & Nature Center,42.300911,-83.730089,BOT,,,"nature center in Ann Arbor, Michigan, USA",,HTTP://WWW.LESLIESNC.ORG,Washtenaw,Ann Arbor
Belle Isle Nature Center,42.34699,-82.963777,Museum,,,"nature center in Detroit, Michigan, US",,,Wayne,
Keweenaw History Center,47.242196,-88.448849,Multiple,,,"museum and former public library in Calumet, Michigan, US",http://commons.wikimedia.org/wiki/Special:FilePath/Keweenaw%20National%20Historical%20Park%20History%20Center.jpg,https://en.wikipedia.org/wiki/Carnegie_Museum_of_the_Keweenaw,Houghton,Houghton
University of Michigan Museum of Zoology,42.236101,-83.728245,Museum,,,museum in the United States,,,Washtenaw,
Saginaw Art Museum,43.424333,-83.953444,ART,,,"art museum in Saginaw, Michigan",,HTTP://WWW.SAGINAWARTMUSEUM.ORG,Saginaw,Saginaw
Fourth Michigan Volunteer Infantry Historical Museum,41.897778,-84.058889,Museum,,,,,,Lenawee,
Whitehouse Nature Center,42.242164,-84.73005,Museum,,,,,,Calhoun,
Tri-Cities Historical Museum,43.063801,-86.230917,HSC,,,"historical museum in Grand Haven, Michigan, USA",http://commons.wikimedia.org/wiki/Special:FilePath/Tri-Cities%20Historical%20Museum.jpg,https://en.wikipedia.org/wiki/Tri-Cities_Historical_Museum?action=edit&redlink=1,Ottawa,Grand Haven
Celery Flats Interpretive Center and Farm,42.2103,-85.5842,Agriculture,,,"historic working farm in Portage, Michigan",,https://en.wikipedia.org/wiki/Celery_Flats_Interpretive_Center?action=edit&redlink=1,Kalamazoo,Portage
Grand Rapids African American Museum and Archives,42.96182,-85.66705,Museum,,,"museum and archive in Grand Rapids, Michigan",,,Kent,
Grand Rapids Children's Museum,42.9636,-85.66719,CMU,,,"children's musician in Grand Rapids, Michigan",,https://en.wikipedia.org/wiki/Grand_Rapids_Children's_Museum?action=edit&redlink=1,Kent,Grand Rapids
Agricultural Museum,45.75739,-87.07833,Agriculture,,,"museum in Escanaba, Michigan, USA",,https://en.wikipedia.org/wiki/Thumb_Octagon_Barn_Agricultural_Museum?action=edit&redlink=1,Delta,Gagetown
USS Silversides Museum,43.22977,-86.33219,Maritime,,,"museum in Muskegon, Michigan, USA",,https://en.wikipedia.org/wiki/USS_Silversides_Submarine_Museum,Muskegon,Muskegon
African American Cultural & Historical Museum of Washtenaw County,42.239737,-83.75879,Museum,,,"museum in Michigan, United States of America",,,Washtenaw,
Battle Creek Regional History Museum,42.323461,-85.191818,GMU,,,"museum in Michigan, United States of America",http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20Creek%20Regional%20History%20Museum.jpg,https://en.wikipedia.org/wiki/Art_Center_of_Battle_Creek?action=edit&redlink=1,Calhoun,Battle Creek
Wheels Of History Museum,46.42107,-84.60057,HST,,,"website, railroads, logging, fishing exhibits, operated by the Bay Mills-Brimley Historical Society",,HTTP://WWW.BAYMILLSBRIMLEYHISTORY.ORG,Chippewa,Brimley
Seven Ponds Nature Center,42.9297,-83.18901,BOT,,,,,HTTP://WWW.SEVENPONDS.ORG,Lapeer,
Kalamazoo Nature Center,42.36145,-85.5902,ZAW,,,,,HTTP://WWW.NATURECENTER.ORG,Kalamazoo,
Huron Valley Council For Arts,42.63782,-83.61946,ART,,,,,HTTP://WWW.HURONVALLEYARTS.ORG/1/257/INDEX.ASP,Oakland,
Great Lakes Naval Memorial & Museum,43.23032,-86.3281,HST,,,,,HTTP://SILVERSIDESMUSEUM.ORG/,Muskegon,Muskegon
Cmu-Museum Of Natural History,43.59908,-84.77573,NAT,,,,,HTTPS://WWW.CMICH.EDU/COLLEGES/CHSBS/MCNH/PAGES/DEFAULT.ASPX,Isabella,Mt Pleasant
Conklin Reed Organ And History Museum,42.10248,-84.54745,HST,,,"website, operated by the Hanover-Horton Area Historical Society, local history, antique reed organ collection",,HTTP://CONKLINREEDORGANMUSEUM.ORG/LCRO.HTM,Jackson,Hanover
Blandford Nature Center,42.99334,-85.73865,BOT,,,,,HTTP://BLANDFORDNATURECENTER.ORG,Kent,
Buick Automotive Gallery And Research Center,43.02548,-83.67645,ART,,,,,,Genesee,
Muskegon County Museum Of African American History,43.20184,-86.24492,HST,,,,,HTTP://WWW.MUSEUMSUSA.ORG/MUSEUMS/INFO/16640,Muskegon,Muskegon Heights
Buchanan Art Center,41.82726,-86.36139,ART,,,,,HTTP://WWW.BUCHANANARTCENTER.ORG,Berrien,
Coopersville Area Historical,43.0639,-85.93539,HSC,,,,,HTTP://WWW.COOPERSVILLEHISTORICALMUSEUM.ORG,Ottawa,Coopersville
Johnson Nature Center,42.59111,-83.28681,BOT,,,,,,Oakland,
Krasl Art Center,42.10675,-86.48542,ART,,,"website, visual arts center with exhibit galleries",,HTTP://WWW.KRASL.ORG,Berrien,St. Joseph
Artrain,42.29465,-83.74671,ART,,,,,HTTP://WWW.ARTRAINUSA.ORG,Washtenaw,
Ann Arbor Art Association,42.2795,-83.74877,ART,,,,,,Washtenaw,
Charlevoix Circle Of Arts,45.31717,-85.26052,ART,,,,,HTTP://WWW.CHARLEVOIXCIRCLE.ORG,Charlevoix,Charlevoix
Great Lakes Zoological Society,42.29185,-83.86228,ZAW,,,"Located at Belle Isle Park in the SS William Clay Ford Pilot House, operated by the Detroit Historical Society",,HTTP://WWW.GLZSZOO.ORG,Washtenaw,Ann Arbor
Mt. Pleasant Discovery Museum,43.59726,-84.74065,CMU,,,,,HTTP://WWW.MPDISCOVERYMUSEUM.ORG/,Isabella,Mt Pleasant
Kunsthalle Detroit,42.34863,-83.08939,ART,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,HTTP://KUNSTHALLE-DETROIT.ORG,Wayne,Detroit
Aeronca Aircraft History Museum,42.56796,-83.78368,HST,,,,,HTTP://WWW.AERONCAMUSEUM.ORG/,Livingston,Brighton
Northport Area Heritage Association,45.11994,-85.61073,HST,,,,,,Leelanau,
Wilderness Trails Animal Park,43.25039,-83.7353,ZAW,,,,,HTTP://WILDERNESSTRAILSZOO.ORG,Saginaw,
Southwest Michigan Crate And Basket And Veneer Machinery Museum,42.18298,-86.38084,HST,,,,,,Berrien,
Greater Grand Rapids Bowling Hall Of Fame,43.01416,-85.86325,HST,,,,,HTTP://GRGRUSBC.ORG/HOF/HOF_INDEX.HTM,Ottawa,
Fayette Historic Townsite,45.70376,-86.66201,HST,,,Late Victorian life,,https://en.wikipedia.org/wiki/Fayette_Historic_State_Park,Delta,Garden
Children'S Museum Of Lenawee,41.93106,-84.10406,CMU,,,,,https://en.wikipedia.org/wiki/Flint_Children's_Museum,Lenawee,Flint
Sandcastles A Lake Michigan Children'S Museum,43.95568,-86.44759,CMU,,,website,,HTTP://WWW.SANDCASTLESCHILDRENSMUSEUM.COM/,Mason,Ludington
